id,background_type,crest_vision_holder,O,C,E,A,N,DT,NFC,SM,status,ch_id,dorm,grade,mana_color,major,vocation,noble_house,race,origin
P-0688,signature_noble,true,0.71,0.99,0.43,0.71,0.50,0.32,0.60,0.16,uninstantiated,,비전관,연구과정,적,대마전투과,기사,ORG-ARC-HOU-020,,
P-0689,common_noble,false,0.72,0.74,0.67,0.68,0.84,0.23,0.56,0.21,uninstantiated,,황탑 기숙사,3학년,황,관성조율학파,마법사,,,
P-0690,common_noble,false,0.17,0.62,0.72,0.39,0.54,0.36,0.36,0.48,uninstantiated,,기사동,연구과정,녹,궁노사격과,기사,,,
P-0691,common_noble,false,0.65,0.68,0.46,0.80,0.49,0.20,0.51,0.40,uninstantiated,,청탑 기숙사,4학년,청,결속조형학파,마법사,,,
P-0692,commoner,false,0.73,0.62,0.62,0.49,0.33,0.26,0.41,0.42,uninstantiated,,청탑 기숙사,2학년,청,방벽수호학파,마법사,,,
P-0693,common_noble,false,0.83,0.51,0.27,0.33,0.57,0.53,0.44,0.25,uninstantiated,,청탑 기숙사,1학년,청,결속조형학파,마법사,,,
P-0694,foreigner,false,0.93,0.49,0.48,0.51,0.44,0.01,0.80,0.37,uninstantiated,,백탑 기숙사,2학년,백,순백응급학파,마법사,,,출신불명
P-0695,commoner,false,0.58,0.55,0.36,0.64,0.23,0.07,0.53,0.63,uninstantiated,,신전동군,3학년,적,Calision 신전과,사제,,,
P-0696,common_noble,false,0.99,0.57,0.81,0.38,0.99,0.41,0.67,0.36,uninstantiated,,백탑 기숙사,3학년,백,순백응급학파,마법사,,,
P-0697,commoner,false,0.99,0.45,0.51,0.46,0.43,0.01,0.62,0.29,uninstantiated,,적탑 기숙사,2학년,적,화염포격학파,마법사,,,
P-0698,common_noble,false,0.54,0.81,0.75,0.74,0.48,0.05,0.49,0.60,uninstantiated,,기사동,1학년,자,궁노사격과,기사,,,
P-0699,signature_noble,true,0.73,0.39,0.17,0.68,0.96,0.21,0.64,0.18,uninstantiated,,비전관,3학년,청,Calision 신전과,사제,ORG-ARC-HOU-006,,
P-0700,common_noble,false,0.28,0.78,0.81,0.54,0.50,0.29,0.41,0.74,uninstantiated,,백탑 기숙사,3학년,백,광휘정화학파,마법사,,,
P-0701,common_noble,false,0.87,0.88,0.82,0.42,0.45,0.47,0.69,0.46,uninstantiated,,청탑 기숙사,3학년,청,구속연쇄학파,마법사,,,
P-0702,common_noble,false,0.59,0.65,0.55,0.37,0.27,0.28,0.69,0.55,uninstantiated,,황탑 기숙사,2학년,황,공성진동학파,마법사,,,
P-0703,common_noble,false,0.57,0.83,0.57,0.82,0.37,0.01,0.51,0.60,uninstantiated,,기사동,2학년,황,기마·마수운용과,기사,,,
P-0704,commoner,false,0.67,0.62,0.32,0.83,0.37,0.10,0.50,0.31,uninstantiated,,기사동,3학년,백,지휘참모과,기사,,,
P-0705,common_noble,false,0.93,0.52,0.58,0.78,0.47,0.38,0.66,0.41,uninstantiated,,신전동군,4학년,청,Silvaria 신전과,사제,,,
P-0706,commoner,false,0.57,0.75,0.48,0.51,0.65,0.16,0.52,0.43,uninstantiated,,기사동,3학년,백,방패호위과,기사,,,
P-0707,common_noble,false,0.44,0.53,0.30,0.34,0.61,0.27,0.40,0.32,uninstantiated,,황탑 기숙사,연구과정,황,관성조율학파,마법사,,,
P-0708,foreigner,false,0.83,0.80,0.62,0.57,0.23,0.27,0.99,0.32,uninstantiated,,녹탑 기숙사,4학년,녹,정령계약학파,마법사,,,NOR-스카르벨권
P-0709,common_noble,false,0.89,0.54,0.26,0.61,0.40,0.18,0.68,0.21,uninstantiated,,자탑 기숙사,4학년,자,심상환영학파,마법사,,,
P-0710,common_noble,false,0.64,0.72,0.38,0.92,0.39,0.16,0.29,0.04,uninstantiated,,신전동군,1학년,자,Enosian 신전과,사제,,,
P-0711,foreigner,false,0.71,0.56,0.31,0.59,0.44,0.24,0.59,0.43,uninstantiated,,청탑 기숙사,2학년,청,방벽수호학파,마법사,,,ARC-인접왕국권
P-0712,signature_noble,true,0.74,0.56,0.69,0.99,0.63,0.28,0.58,0.48,uninstantiated,,비전관,3학년,녹,정령계약학파,마법사,ORG-ARC-HOU-016,,
P-0713,signature_noble,true,0.83,0.52,0.64,0.32,0.65,0.31,0.57,0.42,uninstantiated,,비전관,1학년,황,검창전술과,기사,ORG-ARC-HOU-010,,
P-0714,signature_noble,true,0.42,0.53,0.68,0.44,0.14,0.33,0.49,0.27,uninstantiated,,비전관,1학년,청,방벽수호학파,마법사,ORG-ARC-HOU-013,,
P-0715,common_noble,false,0.28,0.60,0.41,0.29,0.77,0.44,0.29,0.06,uninstantiated,,자탑 기숙사,4학년,자,심상환영학파,마법사,,,
P-0716,common_noble,false,0.69,0.90,0.34,0.68,0.43,0.01,0.65,0.27,uninstantiated,,신전동군,2학년,백,Calision 신전과,사제,,,
P-0717,common_noble,false,0.70,0.70,0.51,0.64,0.63,0.02,0.65,0.29,uninstantiated,,황탑 기숙사,3학년,황,전자유도학파,마법사,,,
P-0718,signature_noble,true,0.78,0.77,0.60,0.35,0.42,0.43,0.59,0.46,uninstantiated,,비전관,2학년,청,방벽수호학파,마법사,ORG-ARC-HOU-016,,
P-0719,common_noble,false,0.62,0.65,0.35,0.46,0.67,0.28,0.37,0.36,uninstantiated,,녹탑 기숙사,연구과정,녹,정령계약학파,마법사,,,
P-0720,signature_noble,true,0.54,0.57,0.39,0.39,0.66,0.24,0.82,0.61,uninstantiated,,비전관,1학년,황,공성진동학파,마법사,ORG-ARC-HOU-009,,
P-0721,common_noble,false,0.77,0.78,0.50,0.61,0.55,0.21,0.55,0.39,uninstantiated,,기사동,1학년,녹,기동타격과,기사,,,
P-0722,common_noble,false,0.80,0.53,0.28,0.49,0.75,0.52,0.54,0.43,uninstantiated,,자탑 기숙사,4학년,자,전심학파,마법사,,,
P-0723,signature_noble,true,0.68,0.53,0.60,0.74,0.48,0.01,0.35,0.36,uninstantiated,,비전관,2학년,적,기동타격과,기사,ORG-ARC-HOU-014,,
P-0724,common_noble,false,0.50,0.75,0.48,0.45,0.28,0.03,0.55,0.15,uninstantiated,,황탑 기숙사,1학년,황,공성진동학파,마법사,,,
P-0725,common_noble,false,0.87,0.80,0.53,0.56,0.81,0.16,0.53,0.31,uninstantiated,,녹탑 기숙사,1학년,녹,약리전술학파,마법사,,,
P-0726,common_noble,false,0.61,0.68,0.50,0.41,0.75,0.61,0.44,0.09,uninstantiated,,백탑 기숙사,4학년,백,순백응급학파,마법사,,,
P-0727,common_noble,false,0.53,0.69,0.51,0.70,0.53,0.26,0.64,0.39,uninstantiated,,황탑 기숙사,2학년,황,공성진동학파,마법사,,,
P-0728,common_noble,false,0.99,0.54,0.36,0.85,0.93,0.36,0.68,0.23,uninstantiated,,적탑 기숙사,3학년,적,폭연연성학파,마법사,,,
P-0729,nonhuman,false,0.44,0.68,0.76,0.62,0.64,0.16,0.53,0.17,uninstantiated,,청탑 기숙사,3학년,청,방벽수호학파,마법사,,하플링,
P-0730,common_noble,false,0.95,0.54,0.61,0.28,0.48,0.26,0.42,0.72,uninstantiated,,적탑 기숙사,2학년,적,화염포격학파,마법사,,,
P-0731,common_noble,false,0.47,0.58,0.40,0.46,0.73,0.45,0.63,0.19,uninstantiated,,자탑 기숙사,2학년,자,전심학파,마법사,,,
P-0732,common_noble,false,0.48,0.67,0.74,0.24,0.67,0.50,0.29,0.16,uninstantiated,,자탑 기숙사,4학년,자,전심학파,마법사,,,
P-0733,common_noble,false,0.65,0.72,0.50,0.99,0.14,0.08,0.85,0.64,uninstantiated,,백탑 기숙사,연구과정,백,순백응급학파,마법사,,,
P-0734,common_noble,false,0.64,0.87,0.50,0.76,0.55,0.11,0.75,0.28,uninstantiated,,녹탑 기숙사,2학년,녹,정령계약학파,마법사,,,
P-0735,signature_noble,true,0.73,0.53,0.29,0.72,0.70,0.29,0.59,0.46,uninstantiated,,비전관,2학년,황,전자유도학파,마법사,ORG-ARC-HOU-017,,
P-0736,commoner,false,0.58,0.60,0.62,0.63,0.27,0.26,0.44,0.39,uninstantiated,,자탑 기숙사,연구과정,자,전심학파,마법사,,,
P-0737,commoner,false,0.72,0.73,0.43,0.99,0.39,0.15,0.66,0.36,uninstantiated,,기사동,4학년,황,검창전술과,기사,,,
P-0738,common_noble,false,0.64,0.56,0.77,0.64,0.30,0.40,0.51,0.62,uninstantiated,,기사동,1학년,자,기동타격과,기사,,,
P-0739,signature_noble,true,0.52,0.85,0.51,0.37,0.45,0.05,0.55,0.43,uninstantiated,,비전관,1학년,녹,정령계약학파,마법사,ORG-ARC-HOU-019,,
P-0740,nonhuman,false,0.76,0.64,0.62,0.39,0.68,0.07,0.54,0.52,uninstantiated,,적탑 기숙사,1학년,적,폭연연성학파,마법사,,비스트킨,
P-0741,nonhuman,false,0.79,0.52,0.52,0.34,0.27,0.51,0.34,0.45,uninstantiated,,기사동,4학년,자,대마전투과,기사,,하플링,
P-0742,common_noble,false,0.79,0.71,0.65,0.64,0.25,0.37,0.83,0.61,uninstantiated,,기사동,3학년,적,중장돌격과,기사,,,
P-0743,common_noble,false,0.88,0.68,0.39,0.66,0.45,0.03,0.67,0.51,uninstantiated,,녹탑 기숙사,2학년,녹,약리전술학파,마법사,,,
P-0744,common_noble,false,0.48,0.70,0.55,0.54,0.52,0.01,0.42,0.40,uninstantiated,,기사동,1학년,백,방패호위과,기사,,,
P-0745,common_noble,false,0.87,0.39,0.27,0.28,0.37,0.41,0.49,0.34,uninstantiated,,녹탑 기숙사,3학년,녹,정령계약학파,마법사,,,
P-0746,common_noble,false,0.47,0.77,0.54,0.44,0.13,0.37,0.60,0.23,uninstantiated,,황탑 기숙사,3학년,황,전자유도학파,마법사,,,
P-0747,common_noble,false,0.72,0.71,0.28,0.90,0.48,0.34,0.50,0.43,uninstantiated,,황탑 기숙사,4학년,황,공성진동학파,마법사,,,
P-0748,common_noble,false,0.34,0.55,0.23,0.62,0.13,0.25,0.13,0.33,uninstantiated,,기사동,3학년,황,방패호위과,기사,,,
P-0749,signature_noble,true,0.37,0.50,0.67,0.61,0.52,0.29,0.43,0.38,uninstantiated,,비전관,1학년,자,전심학파,마법사,ORG-ARC-HOU-014,,
P-0750,common_noble,false,0.70,0.69,0.58,0.70,0.07,0.01,0.73,0.72,uninstantiated,,자탑 기숙사,연구과정,자,전심학파,마법사,,,
P-0751,commoner,false,0.70,0.66,0.62,0.65,0.37,0.23,0.58,0.29,uninstantiated,,황탑 기숙사,3학년,황,관성조율학파,마법사,,,
P-0752,common_noble,false,0.62,0.65,0.40,0.71,0.66,0.19,0.37,0.56,uninstantiated,,백탑 기숙사,1학년,백,순백응급학파,마법사,,,
P-0753,common_noble,false,0.75,0.75,0.61,0.65,0.80,0.14,0.60,0.39,uninstantiated,,기사동,연구과정,청,방패호위과,기사,,,
P-0754,common_noble,false,0.68,0.53,0.13,0.61,0.58,0.55,0.31,0.29,uninstantiated,,신전동군,4학년,청,Calision 신전과,사제,,,
P-0755,common_noble,false,0.72,0.43,0.45,0.50,0.35,0.59,0.40,0.38,uninstantiated,,기사동,2학년,백,방패호위과,기사,,,
P-0756,common_noble,false,0.75,0.49,0.31,0.66,0.58,0.43,0.43,0.10,uninstantiated,,자탑 기숙사,3학년,자,전심학파,마법사,,,
P-0757,signature_noble,true,0.63,0.52,0.54,0.23,0.54,0.34,0.58,0.36,uninstantiated,,비전관,2학년,황,전자유도학파,마법사,ORG-ARC-HOU-001,,
P-0758,common_noble,false,0.50,0.44,0.47,0.58,0.47,0.46,0.37,0.44,uninstantiated,,기사동,4학년,적,중장돌격과,기사,,,
P-0759,commoner,false,0.75,0.57,0.50,0.78,0.33,0.26,0.55,0.57,uninstantiated,,기사동,4학년,백,대마전투과,기사,,,
P-0760,signature_noble,true,0.61,0.54,0.51,0.49,0.53,0.42,0.74,0.36,uninstantiated,,비전관,2학년,적,화염포격학파,마법사,ORG-ARC-HOU-023,,
P-0761,nonhuman,false,0.66,0.79,0.76,0.26,0.01,0.49,0.72,0.25,uninstantiated,,황탑 기숙사,4학년,황,관성조율학파,마법사,,하플링,
P-0762,common_noble,false,0.75,0.61,0.31,0.61,0.63,0.36,0.60,0.09,uninstantiated,,기사동,2학년,자,대마전투과,기사,,,
P-0763,common_noble,false,0.71,0.70,0.39,0.43,0.40,0.39,0.55,0.65,uninstantiated,,신전동군,2학년,백,Calision 신전과,사제,,,
P-0764,common_noble,false,0.52,0.54,0.75,0.24,0.22,0.53,0.42,0.36,uninstantiated,,기사동,1학년,청,방패호위과,기사,,,
P-0765,common_noble,false,0.87,0.72,0.71,0.68,0.29,0.24,0.45,0.77,uninstantiated,,신전동군,4학년,녹,Enosian 신전과,사제,,,
P-0766,common_noble,false,0.55,0.67,0.80,0.83,0.53,0.01,0.66,0.39,uninstantiated,,기사동,3학년,자,기마·마수운용과,기사,,,
P-0767,common_noble,false,0.50,0.51,0.26,0.31,0.37,0.38,0.49,0.26,uninstantiated,,신전동군,2학년,청,Silvaria 신전과,사제,,,
P-0768,common_noble,false,0.55,0.67,0.68,0.72,0.74,0.21,0.46,0.51,uninstantiated,,기사동,3학년,적,대마전투과,기사,,,
P-0769,common_noble,false,0.61,0.42,0.37,0.59,0.55,0.13,0.43,0.23,uninstantiated,,적탑 기숙사,3학년,적,폭연연성학파,마법사,,,
P-0770,common_noble,false,0.59,0.95,0.45,0.66,0.40,0.37,0.73,0.59,uninstantiated,,녹탑 기숙사,1학년,녹,약리전술학파,마법사,,,
P-0771,commoner,false,0.89,0.95,0.56,0.49,0.75,0.53,0.52,0.38,uninstantiated,,녹탑 기숙사,3학년,녹,균사전장학파,마법사,,,
P-0772,nonhuman,false,0.44,0.53,0.32,0.71,0.15,0.36,0.39,0.45,uninstantiated,,기사동,2학년,청,대마전투과,기사,,엘프,
P-0773,common_noble,false,0.61,0.64,0.82,0.60,0.48,0.35,0.40,0.49,uninstantiated,,기사동,1학년,적,기동타격과,기사,,,
P-0774,common_noble,false,0.74,0.93,0.68,0.45,0.08,0.38,0.98,0.63,uninstantiated,,황탑 기숙사,3학년,황,관성조율학파,마법사,,,
P-0775,common_noble,false,0.55,0.63,0.86,0.40,0.40,0.40,0.63,0.76,uninstantiated,,청탑 기숙사,1학년,청,방벽수호학파,마법사,,,
P-0776,common_noble,false,0.71,0.33,0.39,0.51,0.55,0.42,0.18,0.36,uninstantiated,,황탑 기숙사,3학년,황,전자유도학파,마법사,,,
P-0777,common_noble,false,0.75,0.71,0.55,0.75,0.58,0.04,0.42,0.67,uninstantiated,,적탑 기숙사,2학년,적,화염포격학파,마법사,,,
P-0778,signature_noble,true,0.71,0.67,0.18,0.83,0.61,0.18,0.55,0.18,uninstantiated,,비전관,3학년,황,관성조율학파,마법사,ORG-ARC-HOU-010,,
P-0779,commoner,false,0.68,0.49,0.59,0.32,0.76,0.51,0.40,0.48,uninstantiated,,황탑 기숙사,4학년,황,전자유도학파,마법사,,,
P-0780,commoner,false,0.70,0.64,0.72,0.63,0.32,0.05,0.44,0.61,uninstantiated,,기사동,1학년,자,지휘참모과,기사,,,
P-0781,common_noble,false,0.86,0.52,0.71,0.44,0.58,0.41,0.85,0.35,uninstantiated,,신전동군,1학년,청,Silvaria 신전과,사제,,,
P-0782,signature_noble,true,0.72,0.65,0.62,0.35,0.50,0.37,0.62,0.46,uninstantiated,,비전관,4학년,백,순백응급학파,마법사,ORG-ARC-HOU-021,,
P-0783,common_noble,false,0.55,0.48,0.46,0.53,0.27,0.56,0.54,0.43,uninstantiated,,기사동,3학년,자,지휘참모과,기사,,,
P-0784,commoner,false,0.43,0.74,0.54,0.57,0.84,0.47,0.33,0.17,uninstantiated,,녹탑 기숙사,1학년,녹,약리전술학파,마법사,,,
P-0785,nonhuman,false,0.57,0.60,0.86,0.41,0.86,0.50,0.54,0.50,uninstantiated,,녹탑 기숙사,2학년,녹,정령계약학파,마법사,,엘프,
P-0786,nonhuman,false,0.75,0.51,0.49,0.69,0.62,0.32,0.49,0.43,uninstantiated,,신전동군,2학년,자,Enosian 신전과,사제,,고블린,
P-0787,common_noble,false,0.77,0.59,0.40,0.62,0.74,0.31,0.51,0.32,uninstantiated,,청탑 기숙사,1학년,청,방벽수호학파,마법사,,,
P-0788,common_noble,false,0.81,0.79,0.58,0.40,0.76,0.34,0.70,0.36,uninstantiated,,청탑 기숙사,4학년,청,결속조형학파,마법사,,,
P-0789,signature_noble,true,0.82,0.49,0.41,0.44,0.32,0.15,0.39,0.41,uninstantiated,,비전관,1학년,백,기동타격과,기사,ORG-ARC-HOU-024,,
P-0790,common_noble,false,0.61,0.88,0.33,0.77,0.68,0.11,0.78,0.22,uninstantiated,,녹탑 기숙사,2학년,녹,정령계약학파,마법사,,,
P-0791,nonhuman,false,0.46,0.58,0.27,0.37,0.60,0.26,0.42,0.25,uninstantiated,,자탑 기숙사,3학년,자,전심학파,마법사,,엘프,
P-0792,common_noble,false,0.64,0.57,0.67,0.38,0.61,0.24,0.66,0.34,uninstantiated,,기사동,3학년,녹,기동타격과,기사,,,
P-0793,common_noble,false,0.56,0.51,0.52,0.56,0.51,0.41,0.32,0.78,uninstantiated,,기사동,3학년,황,검창전술과,기사,,,
P-0794,common_noble,false,0.46,0.89,0.66,0.22,0.73,0.50,0.37,0.12,uninstantiated,,적탑 기숙사,2학년,적,화염포격학파,마법사,,,
P-0795,commoner,false,0.74,0.54,0.92,0.70,0.62,0.08,0.42,0.50,uninstantiated,,기사동,4학년,청,병참·군정과,기사,,,
P-0796,signature_noble,true,0.63,0.65,0.44,0.64,0.15,0.14,0.63,0.38,uninstantiated,,비전관,2학년,황,전자유도학파,마법사,ORG-ARC-HOU-011,,
P-0797,common_noble,false,0.68,0.60,0.73,0.54,0.22,0.43,0.61,0.85,uninstantiated,,녹탑 기숙사,3학년,녹,약리전술학파,마법사,,,
P-0798,commoner,false,0.57,0.57,0.49,0.48,0.85,0.57,0.37,0.12,uninstantiated,,기사동,1학년,청,방패호위과,기사,,,
P-0799,common_noble,false,0.68,0.73,0.49,0.55,0.34,0.38,0.48,0.48,uninstantiated,,청탑 기숙사,3학년,청,구속연쇄학파,마법사,,,
P-0800,commoner,false,0.90,0.49,0.48,0.43,0.66,0.41,0.42,0.43,uninstantiated,,기사동,3학년,청,방패호위과,기사,,,
P-0801,signature_noble,true,0.59,0.65,0.41,0.47,0.34,0.14,0.53,0.42,uninstantiated,,비전관,2학년,백,순백응급학파,마법사,ORG-ARC-HOU-012,,
P-0802,commoner,false,0.92,0.29,0.29,0.77,0.37,0.06,0.52,0.61,uninstantiated,,황탑 기숙사,4학년,황,공성진동학파,마법사,,,
P-0803,common_noble,false,0.97,0.58,0.67,0.38,0.61,0.47,0.57,0.65,uninstantiated,,백탑 기숙사,3학년,백,순백응급학파,마법사,,,
P-0804,commoner,false,0.60,0.67,0.30,0.50,0.24,0.27,0.76,0.28,uninstantiated,,신전동군,1학년,백,Calision 신전과,사제,,,
P-0805,foreigner,false,0.84,0.74,0.31,0.78,0.05,0.21,0.73,0.48,uninstantiated,,황탑 기숙사,2학년,황,관성조율학파,마법사,,,ARC-인접왕국권
P-0806,common_noble,false,0.56,0.54,0.44,0.42,0.54,0.54,0.62,0.08,uninstantiated,,황탑 기숙사,4학년,황,공성진동학파,마법사,,,
P-0807,signature_noble,true,0.44,0.57,0.50,0.61,0.43,0.25,0.37,0.40,uninstantiated,,비전관,2학년,황,대마전투과,기사,ORG-ARC-HOU-012,,
P-0808,common_noble,false,0.77,0.59,0.64,0.71,0.64,0.09,0.61,0.35,uninstantiated,,청탑 기숙사,4학년,청,결속조형학파,마법사,,,
P-0809,signature_noble,true,0.77,0.53,0.26,0.70,0.37,0.13,0.58,0.34,uninstantiated,,비전관,3학년,적,화염포격학파,마법사,ORG-ARC-HOU-017,,
P-0810,common_noble,false,0.76,0.83,0.82,0.59,0.58,0.31,0.45,0.27,uninstantiated,,자탑 기숙사,4학년,자,심상환영학파,마법사,,,
P-0811,commoner,false,0.88,0.70,0.89,0.54,0.46,0.29,0.88,0.65,uninstantiated,,자탑 기숙사,2학년,자,전심학파,마법사,,,
P-0812,commoner,false,0.49,0.83,0.65,0.36,0.76,0.31,0.47,0.10,uninstantiated,,녹탑 기숙사,3학년,녹,약리전술학파,마법사,,,
P-0813,common_noble,false,0.77,0.65,0.59,0.65,0.54,0.30,0.70,0.47,uninstantiated,,기사동,3학년,녹,방패호위과,기사,,,
P-0814,common_noble,false,0.66,0.56,0.79,0.55,0.37,0.26,0.46,0.38,uninstantiated,,백탑 기숙사,2학년,백,순백응급학파,마법사,,,
P-0815,commoner,false,0.66,0.58,0.57,0.61,0.04,0.10,0.59,0.41,uninstantiated,,녹탑 기숙사,4학년,녹,약리전술학파,마법사,,,
P-0816,nonhuman,false,0.76,0.80,0.60,0.59,0.47,0.27,0.55,0.61,uninstantiated,,신전동군,3학년,황,Calision 신전과,사제,,엘프,
P-0817,common_noble,false,0.87,0.64,0.54,0.50,0.57,0.26,0.80,0.51,uninstantiated,,기사동,4학년,청,공성·공병과,기사,,,
P-0818,signature_noble,true,0.60,0.55,0.61,0.50,0.45,0.38,0.54,0.61,uninstantiated,,비전관,3학년,자,전심학파,마법사,ORG-ARC-HOU-014,,
P-0819,commoner,false,0.64,0.64,0.43,0.57,0.70,0.35,0.55,0.54,uninstantiated,,기사동,2학년,녹,대마전투과,기사,,,
P-0820,common_noble,false,0.64,0.67,0.83,0.58,0.36,0.12,0.77,0.45,uninstantiated,,신전동군,3학년,녹,Silvaria 신전과,사제,,,
P-0821,common_noble,false,0.66,0.79,0.59,0.61,0.80,0.22,0.71,0.57,uninstantiated,,백탑 기숙사,4학년,백,순백응급학파,마법사,,,
P-0822,nonhuman,false,0.51,0.58,0.23,0.70,0.62,0.44,0.53,0.05,uninstantiated,,신전동군,2학년,자,Valerion 신전과,사제,,고블린,
P-0823,common_noble,false,0.70,0.72,0.46,0.38,0.99,0.26,0.32,0.36,uninstantiated,,백탑 기숙사,4학년,백,순백응급학파,마법사,,,
P-0824,common_noble,false,0.61,0.46,0.46,0.61,0.66,0.02,0.36,0.29,uninstantiated,,기사동,2학년,녹,기마·마수운용과,기사,,,
P-0825,signature_noble,true,0.72,0.84,0.60,0.38,0.62,0.06,0.49,0.25,uninstantiated,,비전관,4학년,청,방패호위과,기사,ORG-ARC-HOU-006,,
P-0826,nonhuman,false,0.09,0.64,0.48,0.78,0.33,0.18,0.41,0.44,uninstantiated,,자탑 기숙사,2학년,자,전심학파,마법사,,고블린,
P-0827,common_noble,false,0.74,0.86,0.56,0.73,0.58,0.17,0.68,0.55,uninstantiated,,황탑 기숙사,4학년,황,전자유도학파,마법사,,,
P-0828,common_noble,false,0.46,0.71,0.57,0.31,0.49,0.37,0.29,0.49,uninstantiated,,백탑 기숙사,4학년,백,광휘정화학파,마법사,,,
P-0829,common_noble,false,0.73,0.62,0.79,0.57,0.01,0.41,0.65,0.67,uninstantiated,,청탑 기숙사,연구과정,청,결속조형학파,마법사,,,
P-0830,common_noble,false,0.45,0.73,0.40,0.77,0.39,0.01,0.31,0.38,uninstantiated,,백탑 기숙사,3학년,백,순백응급학파,마법사,,,
P-0831,common_noble,false,0.45,0.83,0.53,0.70,0.56,0.25,0.50,0.43,uninstantiated,,기사동,4학년,청,공성·공병과,기사,,,
P-0832,common_noble,false,0.76,0.48,0.62,0.51,0.37,0.57,0.36,0.55,uninstantiated,,기사동,2학년,흑,검창전술과,기사,,,
P-0833,foreigner,false,0.84,0.52,0.52,0.80,0.24,0.01,0.72,0.60,uninstantiated,,백탑 기숙사,4학년,백,순백응급학파,마법사,,,ARC-인접왕국권
P-0834,common_noble,false,0.75,0.61,0.49,0.14,0.57,0.42,0.60,0.38,uninstantiated,,녹탑 기숙사,3학년,녹,약리전술학파,마법사,,,
P-0835,nonhuman,false,0.51,0.48,0.39,0.53,0.58,0.23,0.65,0.44,uninstantiated,,적탑 기숙사,2학년,적,폭연연성학파,마법사,,고블린,
P-0836,commoner,false,0.49,0.69,0.79,0.18,0.45,0.34,0.60,0.23,uninstantiated,,기사동,1학년,청,지휘참모과,기사,,,
